Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Congo_ Dem. Rep.,ZAR,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,71,71,70.9000015259,70.8000030518,70.8000030518,70.6999969482,70.6999969482,70.6999969482,70.6999969482,..
Congo_ Dem. Rep.,ZAR,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,72.0999984741,72,72,71.9000015259,71.9000015259,71.9000015259,71.9000015259,71.9000015259,71.9000015259,..
Congo_ Dem. Rep.,ZAR,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,61.2055435181,..,..,..,..,75.0171966553,..,..
Congo_ Dem. Rep.,ZAR,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,49.392,49.631,49.872,50.137,50.428,50.744,51.077,51.418,51.756,..
Congo_ Dem. Rep.,ZAR,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,46.326,46.477,46.634,46.823,47.05,47.315,47.609,47.914,48.218,..
Congo_ Dem. Rep.,ZAR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,87.3781519605,99.4012447425,102.8162923379,98.9171884519,104.455945928,102.4739458059,105.9080320558,104.8922794844,..,..
Congo_ Rep.,COG,Population_ total,SP.POP.TOTL,3503086,3604595,3715665,3832771,3950786,4066078,4177435,4286188,4394334,4504962
Congo_ Rep.,COG,Rural population,SP.RUR.TOTL,1366624,1389896,1415928,1443383,1470246,1495178,1517829,1538741,1558626,1578674
Congo_ Rep.,COG,Urban population,SP.URB.TOTL,2136462,2214699,2299737,2389388,2480540,2570900,2659606,2747447,2835708,2926288
Congo_ Rep.,COG,Labor force_ total,SL.TLF.TOTL.IN,1414518,1459087,1507477,1558380,1610253,1662041,1702069,1744365,1785022,..
Congo_ Rep.,COG,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,71.6999969482,71.9000015259,72.1999969482,72.4000015259,72.5999984741,72.8000030518,72.9000015259,72.9000015259,73,..
Congo_ Rep.,COG,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,67.5,67.6999969482,67.9000015259,68.0999984741,68.1999969482,68.3000030518,68.4000015259,68.4000015259,68.5,..
Congo_ Rep.,COG,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,69.5999984741,69.8000030518,70,70.1999969482,70.4000015259,70.5999984741,70.5999984741,70.6999969482,70.6999969482,..
Congo_ Rep.,COG,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,79.3111724854,..,..,..
Congo_ Rep.,COG,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,55.197,55.841,56.529,57.234,57.929,58.589,59.194,59.743,60.24,..
Congo_ Rep.,COG,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,52.925,53.485,54.083,54.696,55.304,55.885,56.424,56.919,57.37,..
Congo_ Rep.,COG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,121.3216004403,130.6665519982,133.2197601237,150.5438232548,151.8685142653,147.5623438606,173.5514735717,181.7465776116,..,..
Costa Rica,CRI,Population_ total,SP.POP.TOTL,4247843,4308790,4369465,4429506,4488261,4545273,4600487,4654148,4706433,4757606
Costa Rica,CRI,Rural population,SP.RUR.TOTL,1458327,1424831,1390713,1356005,1320761,1284767,1248296,1212871,1178679,1145869
Costa Rica,CRI,Urban population,SP.URB.TOTL,2789516,2883959,2978752,3073501,3167500,3260506,3352191,3441277,3527754,3611737
Costa Rica,CRI,Labor force_ total,SL.TLF.TOTL.IN,1927518,1969572,2041896,2064828,2100269,2149412,2191395,2234763,2278411,..
Costa Rica,CRI,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,80.5,80.3000030518,81,80,78.9000015259,78.9000015259,79,79,79,..
Costa Rica,CRI,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,44,44,45.0999984741,45,45.5,46.0999984741,46.2999992371,46.4000015259,46.5999984741,..
Costa Rica,CRI,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,62.5,62.4000015259,63.2999992371,62.7000007629,62.5,62.7000007629,62.7999992371,62.9000015259,63,..
Costa Rica,CRI,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,97.4065856934,..,..,..
Costa Rica,CRI,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,80.902,81.041,81.185,81.337,81.497,81.665,81.839,82.014,82.189,..
Costa Rica,CRI,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,76.107,76.245,76.401,76.58,76.783,77.008,77.252,77.506,77.761,..
Costa Rica,CRI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1736.4106912614,1838.335124246,1900.6903591172,1903.5982793567,1858.6263142897,1901.5359473457,1898.9293959531,1957.1788434747,..,..
Cote d'Ivoire,CIV,Population_ total,SP.POP.TOTL,18132702,18486392,18862172,19261647,19684909,20131707,20604172,21102641,21622490,22157107
Cote d'Ivoire,CIV,Rural population,SP.RUR.TOTL,9640070,9705356,9758156,9816891,9881824,9953720,10033202,10120616,10213167,10307708
Cote d'Ivoire,CIV,Urban population,SP.URB.TOTL,8492632,8781036,9104016,9444756,9803085,10177987,10570970,10982025,11409323,11849399
Cote d'Ivoire,CIV,Labor force_ total,SL.TLF.TOTL.IN,6803313,6939893,7098491,7270630,7446000,7645721,7842703,8064563,8298241,..
Cote d'Ivoire,CIV,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,82.1999969482,82.0999984741,82,81.9000015259,81.8000030518,81.6999969482,81.5999984741,81.5,81.4000015259,..
Cote d'Ivoire,CIV,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,50.5999984741,50.9000015259,51.2000007629,51.5,51.7000007629,52,52.0999984741,52.2000007629,52.4000015259,..
Cote d'Ivoire,CIV,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,67.0999984741,67.0999984741,67.1999969482,67.3000030518,67.3000030518,67.4000015259,67.3000030518,67.3000030518,67.3000030518,..
Cote d'Ivoire,CIV,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,40.9816322327,..,..
Cote d'Ivoire,CIV,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,48.102,48.597,49.105,49.6,50.062,50.482,50.864,51.232,51.601,..
Cote d'Ivoire,CIV,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,46.404,46.929,47.482,48.012,48.49,48.907,49.27,49.611,49.954,..
Cote d'Ivoire,CIV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,173.7744325143,184.3518194356,190.1689794791,199.1522324129,204.3189531636,219.3057945856,200.9787144079,239.7330267809,..,..
Croatia,HRV,Population_ total,SP.POP.TOTL,4442000,4440000,4436000,4434508,4429078,4417781,4280622,4267558,4255700,4236400
Croatia,HRV,Rural population,SP.RUR.TOTL,1936445,1926605,1915376,1904710,1891792,1875922,1806422,1789216,1772116,1751497
Croatia,HRV,Urban population,SP.URB.TOTL,2505555,2513395,2520624,2529798,2537286,2541859,2474200,2478342,2483584,2484903
Croatia,HRV,Labor force_ total,SL.TLF.TOTL.IN,1998886,1986023,1992884,1986402,1971428,1945321,1866146,1852524,1852248,..
Croatia,HRV,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,61.2999992371,60.0999984741,61.2000007629,60.7000007629,59.7999992371,59.0999984741,59.2000007629,58.5,58.4000015259,..
Croatia,HRV,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,46.2999992371,46.2999992371,45.7000007629,45.9000015259,46.2000007629,45.7000007629,44.7000007629,44.7999992371,44.7000007629,..
Croatia,HRV,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,53.4000015259,52.9000015259,53.0999984741,53,52.7000007629,52.0999984741,51.5999984741,51.2999992371,51.2999992371,..
Croatia,HRV,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,99.1253585815,..,..,..
Croatia,HRV,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,78.83,79.33,79.25,79.6,79.6,79.6,79.9,80.1,80.2,..
Croatia,HRV,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,71.83,72.51,72.33,72.4,72.9,73.5,73.8,73.9,74.2,..
Croatia,HRV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3475.9117514633,3635.8108108108,3737.6014427412,3877.9950334964,3711.6076980356,3813.6793109482,3900.6013612041,3819.2802534846,..,..
Cuba,CUB,Population_ total,SP.POP.TOTL,11261052,11275199,11284043,11290239,11297442,11308133,11323570,11342631,11362505,11379111
Cuba,CUB,Rural population,SP.RUR.TOTL,2687563,2680453,2672061,2663029,2654334,2646442,2639637,2633645,2627920,2620609
Cuba,CUB,Urban population,SP.URB.TOTL,8573489,8594746,8611982,8627210,8643108,8661691,8683933,8708986,8734585,8758502
Cuba,CUB,Labor force_ total,SL.TLF.TOTL.IN,4804721,4866586,4995846,5075241,5237418,5271515,5307360,5333816,5359653,..
Cuba,CUB,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,67.1999969482,67.0999984741,67.5999984741,68.4000015259,70.0999984741,70.0999984741,70.0999984741,70.0999984741,70,..
Cuba,CUB,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,38.7000007629,39.5,41.0999984741,41.5,42.9000015259,43.0999984741,43.2000007629,43.2999992371,43.4000015259,..
Cuba,CUB,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,53,53.2999992371,54.4000015259,55,56.5,56.5999984741,56.7000007629,56.7000007629,56.7000007629,..
Cuba,CUB,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.7525253296,..,..
Cuba,CUB,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,79.748,80,80.24,80.46,80.655,80.827,80.98,81.124,81.265,..
Cuba,CUB,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,75.763,75.949,76.135,76.323,76.514,76.709,76.907,77.108,77.31,..
Cuba,CUB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1155.1318651224,1225.6989876631,1298.6480111783,1317.1554649995,1326.4064555499,1293.6706704812,1322.2861694678,1367.6721035887,..,..
Curacao,CUW,Population_ total,SP.POP.TOTL,137658,141239,144056,145880,146833,148703,150831,152088,153821,155872
Curacao,CUW,Rural population,SP.RUR.TOTL,13031,13543,13992,14353,14633,15012,15422,15738,16094,16476
Curacao,CUW,Urban population,SP.URB.TOTL,124627,127696,130064,131527,132200,133691,135409,136350,137727,139396
Curacao,CUW,Labor force_ total,SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,..,78.5,79,79.1,80.1,..,80.7,..,..,..
Curacao,CUW,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,..,71.1,71.9,71.7,72.4,..,74.4,..,..,..
Curacao,CUW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Population_ total,SP.POP.TOTL,1032586,1048293,1063040,1077010,1090486,1103685,1116644,1129303,1141652,1153658
Cyprus,CYP,Rural population,SP.RUR.TOTL,327660,334143,340364,346377,352282,358135,363959,369723,375227,380488
Cyprus,CYP,Urban population,SP.URB.TOTL,704926,714150,722676,730633,738204,745550,752685,759580,766425,773170
Cyprus,CYP,Labor force_ total,SL.TLF.TOTL.IN,523972,537129,550172,559632,570733,584478,585842,593526,603797,..
Cyprus,CYP,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,73.0999984741,72.8000030518,72.5,72,71.4000015259,71.3000030518,70.5999984741,70.8000030518,71.0999984741,..
Cyprus,CYP,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,53.5999984741,54.4000015259,55.2999992371,55.5999984741,56.2000007629,57.0999984741,56.4000015259,55.7999992371,56,..
Cyprus,CYP,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,63.4000015259,63.7000007629,64,63.9000015259,64,64.4000015259,63.5999984741,63.5,63.7000007629,..
Cyprus,CYP,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,98.6784286499,..,..,..
Cyprus,CYP,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,80.777,80.907,81.038,81.17,81.303,81.438,81.574,81.711,81.849,..
Cyprus,CYP,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,76.529,76.655,76.793,76.943,77.107,77.283,77.47,77.662,77.857,..
Cyprus,CYP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4080.0475698877,4226.8716856833,4379.8916315473,4573.7736882666,4608.9541727267,4622.6957872944,4270.8329601914,4055.5988959562,..,..
Czech Republic,CZE,Population_ total,SP.POP.TOTL,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10510566
Czech Republic,CZE,Rural population,SP.RUR.TOTL,2695557,2709931,2733000,2762927,2786024,2801381,2814526,2825825,2832545,2835856
Czech Republic,CZE,Urban population,SP.URB.TOTL,7515659,7528974,7565828,7621676,7657912,7673029,7681562,7684960,7681727,7674710
Czech Republic,CZE,Labor force_ total,SL.TLF.TOTL.IN,5171223,5174989,5179883,5205305,5248399,5236138,5238991,5282878,5337984,..
Czech Republic,CZE,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,68.6999969482,68.5999984741,68.4000015259,68.1999969482,68.3000030518,68,67.5,67.8000030518,68.3000030518,..
Czech Republic,CZE,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,50.5999984741,50.5,49.7999992371,49.2999992371,49.5,49.2000007629,49.4000015259,50.0999984741,51.0999984741,..
Czech Republic,CZE,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,59.4000015259,59.2000007629,58.7999992371,58.5,58.5999984741,58.2999992371,58.2999992371,58.7999992371,59.5,..
Czech Republic,CZE,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,79.1,79.7,79.9,80.1,80.1,80.6,81.1,81.2,81.3,..
Czech Republic,CZE,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,72.9,73.5,73.7,74,74.2,74.4,74.8,75.1,75.4,..
Czech Republic,CZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6357.4210946081,6528.5301504409,6518.2174126998,6489.1262574024,6139.3520603726,6348.4243981284,6298.7276783503,6304.5719230295,..,..
Denmark,DNK,Population_ total,SP.POP.TOTL,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5639565
Denmark,DNK,Rural population,SP.RUR.TOTL,766524,755890,748599,742353,737112,732572,726570,718964,711749,704833
Denmark,DNK,Urban population,SP.URB.TOTL,4652908,4681382,4712839,4751268,4785983,4815111,4844002,4872608,4903183,4934732
Denmark,DNK,Labor force_ total,SL.TLF.TOTL.IN,2902347,2932860,2932714,2964656,2951133,2930964,2929576,2916791,2901679,..
Denmark,DNK,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,71.4000015259,71.5999984741,71.0999984741,71.3000030518,70.1999969482,69.0999984741,68.5,67.5,66.4000015259,..
Denmark,DNK,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,60.5,61.2000007629,60.7999992371,61.0999984741,60.5999984741,59.7999992371,59.5999984741,59.0999984741,58.7000007629,..
Denmark,DNK,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,65.9000015259,66.3000030518,65.9000015259,66.0999984741,65.3000030518,64.4000015259,64,63.2999992371,62.5,..
Denmark,DNK,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,80.2,80.4,80.5,80.7,80.8,81.2,81.9,82.1,82.3,..
Denmark,DNK,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,75.6,75.9,76,76.3,76.5,77.1,77.8,78.1,78.4,..
Denmark,DNK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6659.000426613,6824.7459387722,6668.3902664463,6534.1238501892,6219.7010915076,6327.506456299,6167.9482825103,6038.5523069362,..,..
Djibouti,DJI,Population_ total,SP.POP.TOTL,778406,788941,799309,809639,820097,830802,841802,853069,864554,876174
Djibouti,DJI,Rural population,SP.RUR.TOTL,180894,182979,185016,187035,189082,191118,193168,195208,197239,199224
Djibouti,DJI,Urban population,SP.URB.TOTL,597512,605962,614293,622604,631015,639684,648634,657861,667315,676950
Djibouti,DJI,Labor force_ total,SL.TLF.TOTL.IN,241436,248889,256072,263871,271640,279837,286364,293273,300091,..
Djibouti,DJI,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,66.0999984741,66.1999969482,66.1999969482,66.3000030518,66.5,66.6999969482,67,67.3000030518,67.6999969482,..
Djibouti,DJI,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,33.2999992371,33.7000007629,34.2000007629,34.7000007629,35.2000007629,35.5999984741,35.9000015259,36.0999984741,36.2999992371,..
Djibouti,DJI,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,49.7000007629,50,50.2000007629,50.5,50.7999992371,51.2000007629,51.4000015259,51.7000007629,52,..
Djibouti,DJI,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,59.46,59.848,60.298,60.793,61.318,61.858,62.396,62.922,63.427,..
Djibouti,DJI,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,56.573,56.951,57.374,57.831,58.31,58.799,59.286,59.763,60.225,..
Djibouti,DJI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Population_ total,SP.POP.TOTL,70542,70690,70795,70881,70995,71167,71402,71685,72005,72341
Dominica,DMA,Rural population,SP.RUR.TOTL,23560,23396,23219,23035,22861,22707,22571,22451,22343,22241
Dominica,DMA,Urban population,SP.URB.TOTL,46982,47294,47576,47846,48134,48460,48831,49234,49662,50100
Dominica,DMA,Labor force_ total,SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Population_ total,SP.POP.TOTL,9237565,9371333,9504336,9636491,9767737,9897983,10027140,10155036,10281408,10405943
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,3014772,2932759,2849780,2765962,2682123,2598023,2513904,2433248,2356293,2282960
Dominican Republic,DOM,Urban population,SP.URB.TOTL,6222793,6438574,6654556,6870529,7085614,7299960,7513236,7721788,7925115,8122983
Dominican Republic,DOM,Labor force_ total,SL.TLF.TOTL.IN,3990380,4081263,4175377,4258119,4339454,4404615,4484305,4560927,4635564,..
Dominican Republic,DOM,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,80.5,80.3000030518,80.0999984741,79.6999969482,79.5,78.9000015259,78.8000030518,78.6999969482,78.5999984741,..
Dominican Republic,DOM,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,49,49.7000007629,50.2999992371,50.5999984741,50.7999992371,51,51.0999984741,51.2000007629,51.2999992371,..
Dominican Republic,DOM,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,64.6999969482,64.9000015259,65.0999984741,65.0999984741,65.0999984741,64.9000015259,64.9000015259,64.9000015259,64.9000015259,..
Dominican Republic,DOM,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,88.2444610596,..,..,89.538734436,90.1062698364,90.1551818848,90.8581466675,..
Dominican Republic,DOM,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,74.908,75.129,75.35,75.572,75.796,76.02,76.245,76.468,76.687,..
Dominican Republic,DOM,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,68.628,68.843,69.062,69.281,69.5,69.718,69.935,70.152,70.369,..
Dominican Republic,DOM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1215.7965870876,1308.2450490235,1335.285284527,1352.1519399541,1299.6869182698,1366.0358883219,1397.3077068835,1472.5698658282,..,..
East Asia & Pacific (all income levels),EAS,Population_ total,SP.POP.TOTL,2130532518,2146003677,2160752292,2175660864,2190177041,2204603325,2219079073,2233889396,2248867116,2264079901
East Asia & Pacific (all income levels),EAS,Rural population,SP.RUR.TOTL,1125916937,1111673654,1097131941,1082193771,1066980331,1051511380,1035990748,1020897841,1006277558,992152041
East Asia & Pacific (all income levels),EAS,Urban population,SP.URB.TOTL,981885828,1011506568,1040702907,1070469397,1100118210,1129953945,1159908325,1189729555,1219245558,1248535860
East Asia & Pacific (all income levels),EAS,Labor force_ total,SL.TLF.TOTL.IN,1165234451,1174901380,1185983975,1195839286,1205073430,1212070927,1226340538,1237745318,1249512642,..
East Asia & Pacific (all income levels),EAS,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,79.6347641611,79.2275474007,78.9225523539,78.6547665435,78.3794979138,78.1202299058,78.2499585384,78.4175417924,78.5481832412,..
East Asia & Pacific (all income levels),EAS,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,62.7332824649,62.2748641257,61.9754408385,61.6496311539,61.3131007987,61.0071781988,61.0901154936,61.1699661062,61.2892022632,..
East Asia & Pacific (all income levels),EAS,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,71.2801188798,70.8408823548,70.5340935668,70.1996896985,69.9230931801,69.6098668974,69.7692326909,69.8405482778,69.9869039723,..
East Asia & Pacific (all income levels),EAS,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,94.9228398936,..,..,..,..
East Asia & Pacific (all income levels),EAS,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,75.3998397057,75.6297236408,75.8237016141,76.0046701687,76.1993525291,76.349763134,76.4853848422,76.6655968509,76.8252371983,..
East Asia & Pacific (all income levels),EAS,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,71.598178159,71.8272541833,72.0049376856,72.1679328991,72.3393789723,72.4862666625,72.6365093036,72.8182410026,72.9840175987,..
East Asia & Pacific (all income levels),EAS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2241.2088289467,2417.8389382961,2634.5216030689,2694.5795604169,2796.2703295495,3062.9937978967,3262.7125221527,3382.3151480471,..,..
East Asia & Pacific (developing only),EAP,Population_ total,SP.POP.TOTL,1894744514,1909251689,1923095029,1936736134,1950280764,1963842316,1977637953,1991746941,2006072847,2020657137
East Asia & Pacific (developing only),EAP,Rural population,SP.RUR.TOTL,1095689346,1082847662,1069530047,1055694642,1041532721,1027053300,1012460105,998220075,984366731,970933085
East Asia & Pacific (developing only),EAP,Urban population,SP.URB.TOTL,799055168,826404027,853564982,881041492,908748043,936789016,965177848,993526866,1021706116,1049724052
East Asia & Pacific (developing only),EAP,Labor force_ total,SL.TLF.TOTL.IN,1055248282,1064214244,1074409893,1083751259,1092867827,1099014548,1113739624,1124695988,1135524353,..
East Asia & Pacific (developing only),EAP,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,80.3942881979,79.9532828547,79.5971552572,79.3368937989,79.0929401915,78.8446440116,79.0314399571,79.2495462928,79.3919790535,..
East Asia & Pacific (developing only),EAP,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,64.3629330005,63.8114428134,63.4409766655,63.0613867548,62.6807090319,62.2711725686,62.4416507396,62.5124258548,62.5854275208,..
East Asia & Pacific (developing only),EAP,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,72.5074776427,72.0036693247,71.6342069318,71.2757060945,71.0005452104,70.637510858,70.8738641918,70.9567619435,71.0918935594,..
East Asia & Pacific (developing only),EAP,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,94.5422568651,..,..,..,..
East Asia & Pacific (developing only),EAP,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,74.3659732812,74.5842484657,74.7792347286,74.9623577386,75.1377308097,75.3082648588,75.4757278007,75.640708689,75.8016257071,..
East Asia & Pacific (developing only),EAP,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,70.9362965766,71.1429823127,71.3167656222,71.4790493886,71.6366673223,71.7951342054,71.9561064017,72.1171132019,72.2747056073,..
