Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Bahamas_ The,BHS,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,6.8503937,6.91604323,5.55011883,5.58609619,5.23029011,5.20817529,5.14618628,5.25568411,5.6180021,6.02453452,5.95416502,6.93251788,7.07559268,7.3029743,7.4319201,7.43658423,7.63371738,7.43010401,7.04554853,7.74236489,..
Bahamas_ The,BHS,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,67.444,67.595,67.734,67.867,68.005,68.168,68.365,68.603,68.879,69.186,69.509,69.832,70.139,70.421,70.674,70.897,71.098,71.285,71.46,71.628,71.791,71.953,72.115,72.28,..
Bahamas_ The,BHS,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,70.791804878,70.9296341463,71.0481463415,71.154804878,71.2625609756,71.3904390244,71.5498780488,71.7478780488,71.9843658537,72.2542926829,72.545097561,72.8412682927,73.1272926829,73.3946585366,73.6388780488,73.8584634146,74.0594634146,74.2474390244,74.423902439,74.5923902439,74.7544146341,74.9144634146,75.0735365854,75.2336585366,..
Bahamas_ The,BHS,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,74.307,74.431,74.528,74.607,74.683,74.774,74.894,75.05,75.245,75.476,75.733,76.001,76.265,76.517,76.752,76.968,77.169,77.358,77.536,77.705,77.866,78.024,78.18,78.335,..
Bahamas_ The,BHS,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,87,93,81,99,69,70,100,90,94,110,..,66,60,90,87,110,89,98,93,66,89,70,73,110,..
Bahamas_ The,BHS,Population_ total,SP.POP.TOTL,261117,266133,271165,275903,280151,283792,286968,290054,293572,297891,303138,309170,315757,322539,329243,335801,342259,348587,354780,360830,366711,372388,377841,383054,..
Bahamas_ The,BHS,Population growth (annual %),SP.POP.GROW,1.8471696606,1.9027601084,1.8731307867,1.7321862978,1.5279388852,1.2912831942,1.1129135822,1.0696401257,1.2055811802,1.4604723437,1.7460499588,1.9703140056,2.1081642996,2.1251128734,2.05720208,1.9722642645,1.9049037788,1.8320079976,1.7610038695,1.690905423,1.616713861,1.5362249568,1.4537150739,1.3702499202,..
Bahamas_ The,BHS,Physicians (per 1_000 people),SH.MED.PHYS.ZS,..,..,1.4457000494,..,1.49,1.518,..,1.054,..,..,..,..,..,..,..,..,..,2.818,..,..,..,..,..,..,..
Bahamas_ The,BHS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,96.3,96.3,96.3,96.3,96.3,96.3,96.4,96.6,96.7,96.9,97,97.2,97.3,97.5,97.6,97.8,97.9,98.1,98.2,98.4,98.4,98.4,98.4
Bahamas_ The,BHS,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,93,94,88,88,90,92,93,92,86,93,94,94,90,89,85,88,96,90,98,94,90,91,92,92,..
Bahamas_ The,BHS,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,1104.340244,1168.04525777,962.29075025,1014.30806078,1020.74113896,1066.99039258,1087.47504123,1135.56607592,1196.89631769,1302.46788769,1345.81314733,1623.40395381,1693.04930727,1708.73646556,1649.64988648,1668.11044631,1730.19482832,1725.57544441,1637.04121664,1818.7684929,..
Bahrain,BHR,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,28.305,27.305,26.308,25.344,24.446,23.638,22.915,22.269,21.693,21.165,20.656,20.138,19.595,19.025,18.442,17.873,17.347,16.879,16.47,16.107,15.764,15.414,15.04,14.636,..
Bahrain,BHR,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,495.1691674,491.51576395,532.05210217,488.70156865,495.57855433,476.88675431,490.2564085,515.02984522,543.81704368,547.8238566,581.65193609,605.16717182,651.47085327,730.11507581,725.74826487,741.5719713,756.55105445,1006.91174428,1142.49525375,1242.84417722,..
Bahrain,BHR,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,4.11287292,4.03746857,4.34798137,4.31625384,4.18890934,3.50896583,3.79531921,3.89413936,3.73972896,3.36600777,3.15804988,3.07675509,3.07767478,3.16848651,3.786504,3.63764959,3.40195337,4.36591164,4.68637938,4.98079638,..
Bahrain,BHR,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,71.65,71.884,72.12,72.358,72.598,72.839,73.076,73.307,73.529,73.739,73.935,74.117,74.286,74.442,74.588,74.725,74.858,74.988,75.119,75.25,75.382,75.513,75.644,75.774,..
Bahrain,BHR,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,72.7095121951,72.9147317073,73.123902439,73.3375121951,73.5550731707,73.775097561,73.9916097561,74.203097561,74.4060731707,74.5994878049,74.7818292683,74.9540731707,75.1177073171,75.2732195122,75.4221463415,75.5664634146,75.7077560976,75.8475121951,75.9877804878,76.1275609756,76.2678536585,76.4076341463,76.5459512195,76.6832682927,..
Bahrain,BHR,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,73.822,73.997,74.178,74.366,74.56,74.758,74.953,75.144,75.327,75.503,75.671,75.833,75.991,76.146,76.298,76.45,76.6,76.75,76.9,77.049,77.198,77.347,77.493,77.638,..
Bahrain,BHR,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,100,120,110,..,48,55,45,70,100,120,88,77,96,83,90,85,87,88,94,73,72,80,87,..,..
Bahrain,BHR,Population_ total,SP.POP.TOTL,509654,522748,535692,549151,563730,579855,597834,618054,640904,666855,694893,725365,761595,807989,867014,940808,1026568,1115777,1196774,1261319,1306014,1333577,1349427,1361930,..
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,2.7269046982,2.5367448274,2.4459856663,2.4814080185,2.620196424,2.8202658816,3.0535051156,3.326270884,3.6303847433,3.9692951264,4.1185245899,4.2917099565,4.8739941887,5.9133526237,7.0506679719,8.1683956224,8.7237398276,8.3329823401,7.0078580199,5.2528395417,3.4821751731,2.0885055203,1.1815252149,0.9222753495,..
Bahrain,BHR,Physicians (per 1_000 people),SH.MED.PHYS.ZS,1.3150000572,..,0.1098999977,..,..,..,1,..,..,1.001,1.071,1.117,1.127,1.087,1.276,1.315,1.401,1.442,1.477,1.489,0.913,0.915,..,..,..
Bahrain,BHR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,94.9,94.9,94.9,95.4,96,96.6,97.1,97.7,98.3,98.9,99.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,88,87,90,93,95,95,94,99,94,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,..
Bahrain,BHR,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,1504.59152707,1517.7692057,1655.63691853,1653.97033002,1658.84621216,1255.93061498,1366.53329742,1407.45380126,1397.71984073,1303.46937445,1255.98043273,1237.48021725,1261.22790079,1294.13156212,1489.73294361,1434.09444061,1349.78414613,1788.86838305,2028.71065914,2272.89590495,..
Bangladesh,BGD,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,34.433,33.519,32.648,31.827,31.057,30.331,29.638,28.961,28.294,27.626,26.945,26.252,25.55,24.846,24.152,23.484,22.858,22.283,21.763,21.298,20.882,20.501,20.142,19.796,..
Bangladesh,BGD,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,10.30063773,11.13232975,8.54668435,8.63466988,8.94507051,9.12687459,9.63872102,10.33343179,10.84788936,11.96017109,12.43576137,13.50854518,15.2414902,17.59674697,19.82214837,23.13738001,25.40782617,25.58110909,28.15857423,30.83346991,..
Bangladesh,BGD,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,3.22157662,2.96373618,2.25028592,2.25182094,2.29318008,2.32679549,2.46995061,2.59288743,2.51003846,2.61548602,2.67725039,2.79623022,2.79895606,2.84653391,2.90958368,3.06355993,3.155874,3.08120807,2.88285726,2.81899856,..
Bangladesh,BGD,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,58.681,59.352,60.071,60.827,61.603,62.372,63.113,63.805,64.437,65.007,65.517,65.985,66.426,66.845,67.246,67.631,67.999,68.352,68.695,69.032,69.37,69.711,70.055,70.402,..
Bangladesh,BGD,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,59.0502682927,59.7178536585,60.418804878,61.1455365854,61.8873902439,62.6295609756,63.3578780488,64.0591463415,64.7238292683,65.3479756098,65.9301707317,66.4781707317,67.0001463415,67.497195122,67.9718536585,68.4256341463,68.8599756098,69.2778536585,69.6837804878,70.0802926829,70.4719512195,70.8602682927,71.2452439024,71.625902439,..
Bangladesh,BGD,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,59.438,60.102,60.784,61.48,62.186,62.9,63.615,64.326,65.025,65.706,66.364,66.996,67.603,68.182,68.734,69.26,69.764,70.25,70.722,71.181,71.629,72.067,72.495,72.911,..
Bangladesh,BGD,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,23,13,21,19,21,23,23,25,27,26,25,27,28,31,38,45,45,45,48,45,45,48,52,53,..
Bangladesh,BGD,Population_ total,SP.POP.TOTL,108509679,110987459,113442354,115913710,118427768,120987124,123574107,126169583,128746273,131280739,133776064,136228456,138600174,140843786,142929979,144839238,146592687,148252473,149905836,151616777,153405612,155257387,157157394,159077513,..
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,2.3559389259,2.2577836572,2.1877600679,2.1551221354,2.1457186999,2.1380904732,2.1156906075,2.0785866083,2.0216692682,1.9494484403,1.8829161864,1.8166062121,1.7260042226,1.6058033327,1.4703477503,1.326957091,1.2033480264,1.125881485,1.1090617952,1.134879634,1.1729339046,1.1998828644,1.2163511723,1.2143773848,..
Bangladesh,BGD,Physicians (per 1_000 people),SH.MED.PHYS.ZS,0.1884000003,..,..,..,0.201,..,0.2,..,..,..,0.231,..,0.249,0.257,0.302,0.309,0.295,..,..,0.295,0.356,..,..,..,..
Bangladesh,BGD,Improved water source (% of population with access),SH.H2O.SAFE.ZS,68.9,69.7,70.5,71.3,72.1,72.9,73.6,74.4,75.2,76,76.7,77.5,78.3,79.1,79.8,80.6,81.3,82,82.7,83.5,84.2,84.8,85.5,86.2,86.9
Bangladesh,BGD,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,68,69,74,78,79,69,72,71,71,74,77,75,76,81,88,83,89,92,93,88,89,89,89,89,..
Bangladesh,BGD,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,33.84762153,32.4400828,25.62927799,26.70631957,28.32415664,30.35170574,33.98057033,36.93081276,37.53835868,41.62295918,46.16724735,52.31747093,56.86858763,61.8161763,66.13961412,73.57809255,81.40056421,85.14951446,84.68115871,88.07585743,..
Barbados,BRB,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,15.829,15.63,15.423,15.206,14.979,14.742,14.5,14.256,14.018,13.79,13.581,13.394,13.23,13.088,12.967,12.862,12.764,12.67,12.575,12.478,12.379,12.282,12.188,12.098,..
Barbados,BRB,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,447.47926118,462.00082725,490.43994246,526.20647959,564.43366057,595.96869233,629.15148918,672.50621043,698.67264684,734.16243853,763.73567022,825.33785711,928.2949345,996.65561603,1026.93619314,980.95802595,1035.87240864,1137.94885959,1146.95193125,1146.04169074,..
Barbados,BRB,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,5.21222112,5.06553288,5.10668175,4.8775902,5.01105957,5.15515307,5.47182997,5.76189211,5.81503159,5.71254394,5.37770788,5.27479782,5.63907522,6.01496305,6.21396814,6.16899137,6.66975378,7.42925203,7.5687307,7.469303,..
Barbados,BRB,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,69.177,69.4,69.618,69.832,70.04,70.241,70.433,70.617,70.792,70.96,71.121,71.279,71.434,71.589,71.744,71.898,72.053,72.207,72.362,72.517,72.674,72.832,72.992,73.153,..
Barbados,BRB,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,71.4033414634,71.6312195122,71.854097561,72.0724878049,72.2843902439,72.488804878,72.6842195122,72.8706585366,73.0485853659,73.2195121951,73.3839268293,73.5463170732,73.7071707317,73.8680243902,74.0303414634,74.1931219512,74.3564146341,74.519195122,74.6824878049,74.8452926829,75.0081463415,75.1710243902,75.3339512195,75.4964146341,..
Barbados,BRB,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,73.741,73.974,74.202,74.425,74.641,74.849,75.048,75.237,75.418,75.592,75.76,75.927,76.094,76.261,76.431,76.603,76.775,76.947,77.119,77.29,77.459,77.627,77.793,77.957,..
Barbados,BRB,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,82,110,..,..,76,77,120,160,39,46,70,49,..,150,..,42,150,33,25,87,0,87,110,190,..
Barbados,BRB,Population_ total,SP.POP.TOTL,261281,262184,263091,264015,264962,265940,266944,267949,268920,269838,270686,271479,272261,273091,274013,275040,276154,277315,278466,279566,280602,281580,282503,283380,..
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.3477397567,0.3450090821,0.3453432588,0.3505939779,0.3580499764,0.3684299951,0.3768179146,0.375776532,0.3617273707,0.3407841326,0.3137698588,0.2925310802,0.2876376721,0.3043907938,0.3370477543,0.3740991116,0.4042139489,0.4195363075,0.4141925131,0.3942431347,0.369889455,0.3479303808,0.3272570965,0.3099583137,..
Barbados,BRB,Physicians (per 1_000 people),SH.MED.PHYS.ZS,..,..,1.2539999485,..,1.361,..,..,..,1.21,1.367,1.567,..,..,..,1.811,..,..,..,..,1.811,..,..,..,..,..
Barbados,BRB,Improved water source (% of population with access),SH.H2O.SAFE.ZS,96.3,96.4,96.6,96.7,96.9,97,97.2,97.3,97.5,97.6,97.8,97.9,98.1,98.2,98.4,98.5,98.7,98.8,99,99.1,99.3,99.4,99.6,99.7,99.7
Barbados,BRB,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,92,90,92,97,92,99,92,97,86,94,93,91,90,98,93,92,75,94,94,85,93,90,87,95,..
Barbados,BRB,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,475.10547584,477.02587584,518.45310976,519.19935728,553.60432948,593.85278594,626.28818103,672.14656832,703.49674562,718.08955843,723.1964006,769.98772098,855.72490182,929.95436921,924.10968593,927.31658221,1027.2454371,1160.8235493,1013.72983249,1013.96688192,..
Belarus,BLR,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,12.9,12.4,11.3,10.7,9.9,9.3,8.8,9.1,9.1,9.4,9.2,9,9,9.1,9.4,10.1,10.8,11.3,11.5,11.4,11.5,12.2,12.5,12.5,..
Belarus,BLR,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,69.90902831,89.28572446,92.09951399,90.21034481,74.77466174,74.96563964,82.22756341,95.75315276,119.76260105,157.24226058,215.87461505,244.18011302,304.98919382,379.10780381,313.28704175,322.54246097,293.116383,335.96615969,465.16745243,450.21395576,..
Belarus,BLR,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,6.74025354,6.23562466,6.59252515,5.95665774,6.16338326,6.12884845,6.62474592,6.47012421,6.58928033,6.58678934,6.88634578,6.33679804,6.43772703,5.94918995,6.08504113,5.55420409,4.92365904,5.00822363,6.07206556,5.68772158,..
Belarus,BLR,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,65.5,64.9,63.8,63.5,62.9,63.1,62.9,62.7,62.2,63.4,62.8,62.3,62.7,63.2,62.9,63.6,64.54,64.7,64.7,64.6,64.7,66.6,67.3,68,..
Belarus,BLR,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,70.3780487805,70.0219512195,68.9707317073,68.7682926829,68.4609756098,68.612195122,68.4609756098,68.4073170732,67.9073170732,68.912195122,68.5073170732,68.056097561,68.5536585366,68.956097561,68.8512195122,69.4048780488,70.2034146341,70.456097561,70.4073170732,70.4048780488,70.5536585366,71.9658536585,72.4707317073,72.9756097561,..
Belarus,BLR,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,75.5,75.4,74.4,74.3,74.3,74.4,74.3,74.4,73.9,74.7,74.5,74.1,74.7,75,75.1,75.5,76.15,76.5,76.4,76.5,76.7,77.6,77.9,78.2,..
Belarus,BLR,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,89,49,73,68,69,74,75,75,88,82,68,66,80,77,75,73,77,75,79,78,74,78,77,70,..
Belarus,BLR,Population_ total,SP.POP.TOTL,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10035000,10005000,9928000,9865000,9797000,9730000,9663000,9604000,9560000,9528000,9507000,9490000,9473000,9464000,9466000,9470000,..
Belarus,BLR,Population growth (annual %),SP.POP.GROW,0.0490604926,0.2155806812,0.2248839862,-0.1172676769,-0.3231969906,-0.3340869768,-0.4241264927,-0.475578029,-0.3382414685,-0.2994014213,-0.7725920133,-0.6365908428,-0.6916923112,-0.6862320165,-0.6909737181,-0.6124480658,-0.4591951296,-0.335289501,-0.2206462676,-0.1789756755,-0.1792965728,-0.0950520217,0.0211304808,0.0422475714,..
Belarus,BLR,Physicians (per 1_000 people),SH.MED.PHYS.ZS,3.5764000416,3.6382000446,4.0762000084,4.1424999237,4.155,4.286,4.365,4.431,4.551,4.579,4.497,4.5258925505,4.55,4.6224018122,4.68,4.78,4.869,4.98,3.702,3.514,3.759,3.858,3.925,..,..
Belarus,BLR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.6,99.6,99.6,99.6,99.6,99.6,99.7,99.7,99.7,99.7
Belarus,BLR,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,..,94,96,97,93,96,97,98,98,98,99,99,99,99,99,97,99,99,99,99,99,98,99,99,..
Belarus,BLR,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,260.12697068,252.72085059,303.81205231,301.99020178,329.54826166,356.49303949,415.2695275,435.47297843,487.51933521,561.69550246,666.90750464,699.15824451,795.07164053,828.12806718,857.07966989,854.34902421,816.23004532,859.48864543,1068.2292154,1030.99241079,..
Belgium,BEL,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,12.6,12.4,12,11.5,11.4,11.5,11.4,11.2,11.2,11.4,11.2,10.9,11,11.3,11.4,11.6,11.7,11.9,11.8,11.9,11.6,11.5,11.2,11.1,..
Belgium,BEL,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,2137.80966865,2150.82765724,1907.11128333,1977.76610442,2012.6854154,1845.3381169,1878.36700105,2075.07377086,2800.31247421,3242.84230124,3339.71811566,3489.80673468,4017.78879671,4565.94842521,4574.69481018,4419.44425532,4864.15444581,4587.91448978,4813.42112301,4884.06626139,..
Belgium,BEL,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,7.61132513,7.91027712,7.76548243,7.88649843,8.07696011,8.12059728,8.29205205,8.46176755,9.30359795,9.32102699,9.24428757,9.17112797,9.25207442,9.59842645,10.39434014,10.16564067,10.42349563,10.53975001,10.57290301,10.5947509,..
Belgium,BEL,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,72.88,73,72.96,73.36,73.47,73.88,74.2,74.4,74.4,74.6,74.9,75.1,75.3,76,76.2,76.6,77.1,76.9,77.3,77.5,78,77.8,78.1,78.1,..
Belgium,BEL,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,76.192195122,76.3512195122,76.3453658537,76.6917073171,76.8407317073,77.1873170732,77.3707317073,77.4731707317,77.6195121951,77.7219512195,77.9731707317,78.0756097561,78.1292682927,78.8780487805,78.9804878049,79.3804878049,79.7829268293,79.6804878049,79.9829268293,80.1829268293,80.5853658537,80.3853658537,80.587804878,80.587804878,..
Belgium,BEL,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,79.67,79.87,79.9,80.19,80.38,80.66,80.7,80.7,81,81,81.2,81.2,81.1,81.9,81.9,82.3,82.6,82.6,82.8,83,83.3,83.1,83.2,83.2,..
Belgium,BEL,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,85,79,91,94,88,88,84,82,79,91,96,90,81,89,88,87,83,84,84,93,91,88,89,88,..
Belgium,BEL,Population_ total,SP.POP.TOTL,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11047744,11128246,11182817,11231213,..
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.3715931657,0.4057134959,0.3906385178,0.3081970737,0.209436838,0.1953931762,0.241991885,0.2135276507,0.229189103,0.2425179562,0.3439511576,0.4482688948,0.4186415081,0.4327882481,0.5500557081,0.659558215,0.7343308308,0.7899768455,0.8045995726,0.9136393916,1.3868491133,0.7260316551,0.4891843013,0.4318373377,..
Belgium,BEL,Physicians (per 1_000 people),SH.MED.PHYS.ZS,3.3,3.4,3.4,3.5,3.5,3.6,3.7,3.7,3.8,3.9,3.9,3.9,..,..,2.073,2.132,..,2.987,..,3.782,2.993,..,4.887,..,..
Belgium,BEL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,67,87,70,78,85,73,76,80,82,82,82,82,82,82,88,92,92,93,95,95,95,96,96,96,..
Belgium,BEL,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,1713.61625094,1808.7955606,1853.35628508,1923.79862863,2050.60945718,2249.1513156,2371.45817508,2548.32220498,2828.23305347,2914.18779372,2985.25359178,3152.30847865,3310.3392845,3568.45399812,3837.04337538,3906.65289211,4166.2792242,4237.73149263,4264.18737901,4391.59514431,..
Belize,BLZ,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,35.281,34.68,34.06,33.426,32.789,32.167,31.568,30.993,30.437,29.876,29.277,28.622,27.907,27.145,26.373,25.635,24.974,24.42,23.982,23.657,23.426,23.25,23.092,22.933,..
Belize,BLZ,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,127.20561194,108.98048076,115.72487768,113.55565344,112.39146616,133.72442563,153.94440563,155.77463811,166.87208715,168.3579737,175.13564553,184.26936612,205.88719474,227.66022684,247.33846611,253.95162915,253.19476568,254.89203967,273.26732957,278.57920932,..
Belize,BLZ,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,4.24602899,3.63127017,3.92015182,3.79614802,3.66693481,3.97615331,4.50244268,4.37927042,4.5348229,4.39392269,4.45271318,4.40074319,4.76058357,5.09281839,5.80764478,5.84584806,5.60522062,5.45306037,5.79061965,5.78895004,..
Belize,BLZ,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,68.791,68.411,67.978,67.518,67.06,66.632,66.256,65.95,65.73,65.614,65.609,65.699,65.862,66.078,66.321,66.559,66.772,66.943,67.066,67.144,67.191,67.231,67.284,67.355,..
Belize,BLZ,Life expectancy at birth_ total (years),SP.DYN.LE00.IN,71.0544146341,70.7466097561,70.3823902439,69.9862926829,69.5887804878,69.219804878,68.9018536585,68.653902439,68.4895121951,68.4188780488,68.4441219512,68.5443658537,68.6971219512,68.8848292683,69.0863658537,69.2794878049,69.452,69.5942195122,69.7030731707,69.7820487805,69.8436829268,69.9051463415,69.9820487805,70.0774390244,..
Belize,BLZ,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,73.431,73.199,72.907,72.578,72.244,71.937,71.68,71.493,71.387,71.364,71.421,71.532,71.674,71.832,71.99,72.136,72.266,72.378,72.472,72.552,72.629,72.713,72.815,72.936,..
Belize,BLZ,Tuberculosis case detection rate (%_ all forms),SH.TBS.DTEC.ZS,110,79,93,65,97,90,88,92,73,72,94,100,79,72,96,83,61,83,80,130,62,68,96,55,..
Belize,BLZ,Population_ total,SP.POP.TOTL,191127,194321,197615,201678,206962,213674,221608,230289,239024,247312,254989,262202,269132,276085,283279,290751,298403,306165,313925,321609,329193,336707,344193,351706,..
Belize,BLZ,Population growth (annual %),SP.POP.GROW,1.8881988256,1.6573302281,1.6809262532,2.0351672767,2.5862835403,3.1916287502,3.6458566268,3.8424986595,3.72289234,3.408673211,3.0569709563,2.7894792092,2.6086766499,2.5506823754,2.5723488403,2.6034953053,2.5977691125,2.5679250416,2.5029931561,2.4182418113,2.3307682919,2.2568911064,2.1989430586,2.1593052771,..
Belize,BLZ,Physicians (per 1_000 people),SH.MED.PHYS.ZS,..,..,0.4927000105,..,0.6,0.548,..,..,..,1.046,..,..,..,..,..,..,..,..,0.828,0.828,..,..,..,..,..
Belize,BLZ,Improved water source (% of population with access),SH.H2O.SAFE.ZS,74.1,75.3,76.5,77.8,79,80.2,81.4,82.7,83.9,85.1,86.3,87.5,88.7,89.9,91.1,92.3,93.5,94.7,96,97.2,98.5,99.3,99.5,99.5,99.5
Belize,BLZ,Immunization_ measles (% of children ages 12-23 months),SH.IMM.MEAS,76,69,80,82,83,81,85,84,82,96,94,88,96,97,95,99,96,96,97,98,98,96,99,95,..
Belize,BLZ,Health expenditure per capita_ PPP (constant 2011 international $),SH.XPD.PCAP.PP.KD,..,..,..,..,192.20406205,164.43522417,180.26258469,176.15547634,181.06486576,219.3762079,258.7846253,261.26016416,293.90952068,298.49716182,312.13978879,323.99679068,354.46631706,389.0088232,439.03918642,451.15031293,440.41475,449.97954756,477.18739186,488.73545494,..
Benin,BEN,Birth rate_ crude (per 1_000 people),SP.DYN.CBRT.IN,46.031,45.722,45.381,45.014,44.631,44.242,43.854,43.469,43.089,42.707,42.313,41.896,41.45,40.976,40.476,39.954,39.422,38.889,38.363,37.852,37.362,36.891,36.44,36.008,..
Benin,BEN,Health expenditure per capita (current US$),SH.XPD.PCAP,..,..,..,..,17.0096092,17.53350942,15.37493441,16.44746883,16.93669535,14.72882077,16.32549139,16.18550806,21.48840554,23.32444356,25.21299773,26.47099281,28.77488754,31.01526554,31.80955051,34.14297248,40.01989767,36.45471795,36.95635544,37.88944806,..
Benin,BEN,Health expenditure_ total (% of GDP),SH.XPD.TOTL.ZS,..,..,..,..,4.69268216,4.58649677,4.31179803,4.38570981,4.58684538,4.33873071,4.68672761,4.27443185,4.63066141,4.56185468,4.73384847,4.75046608,4.54583981,4.19564004,4.46430984,4.94824039,5.36875255,4.85686602,4.59205377,4.59429651,..
Benin,BEN,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,51.564,52.028,52.354,52.553,52.654,52.704,52.755,52.856,53.03,53.298,53.666,54.107,54.591,55.1,55.605,56.079,56.503,56.865,57.162,57.398,57.589,57.761,57.933,58.114,..
